tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
s__Corynebacterium_otitidis,g__Corynebacterium,rank_6,s__Corynebacterium_otitidis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_otitidis
f__Desulfuromonadaceae_A,o__Desulfuromonadales,rank_4,f__Desulfuromonadaceae_A,Root,d__Bacteria,p__Desulfuromonadota,c__Desulfuromonadia,o__Desulfuromonadales,f__Desulfuromonadaceae_A,,
g__Desulfuromonas_D,f__Desulfuromonadaceae_A,rank_5,g__Desulfuromonas_D,Root,d__Bacteria,p__Desulfuromonadota,c__Desulfuromonadia,o__Desulfuromonadales,f__Desulfuromonadaceae_A,g__Desulfuromonas_D,
s__Desulfuromonas_D_acetexigens,g__Desulfuromonas_D,rank_6,s__Desulfuromonas_D_acetexigens,Root,d__Bacteria,p__Desulfuromonadota,c__Desulfuromonadia,o__Desulfuromonadales,f__Desulfuromonadaceae_A,g__Desulfuromonas_D,s__Desulfuromonas_D_acetexigens
g__UBA12454,f__SG8-4,rank_5,g__UBA12454,Root,d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__SG8-4,f__SG8-4,g__UBA12454,
f__Acidibacillaceae,o__Alicyclobacillales,rank_4,f__Acidibacillaceae,Root,d__Bacteria,p__Firmicutes,c__Alicyclobacillia,o__Alicyclobacillales,f__Acidibacillaceae,,
g__Acidibacillus,f__Acidibacillaceae,rank_5,g__Acidibacillus,Root,d__Bacteria,p__Firmicutes,c__Alicyclobacillia,o__Alicyclobacillales,f__Acidibacillaceae,g__Acidibacillus,
s__Acidibacillus_ferrooxidans,g__Acidibacillus,rank_6,s__Acidibacillus_ferrooxidans,Root,d__Bacteria,p__Firmicutes,c__Alicyclobacillia,o__Alicyclobacillales,f__Acidibacillaceae,g__Acidibacillus,s__Acidibacillus_ferrooxidans
s__Tepidimonas_taiwanensis,g__Tepidimonas,rank_6,s__Tepidimonas_taiwanensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Tepidimonas,s__Tepidimonas_taiwanensis
g__DTU019,f__Syntrophomonadaceae,rank_5,g__DTU019,Root,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,o__Syntrophomonadales,f__Syntrophomonadaceae,g__DTU019,
s__Nitrosococcus_oceani,g__Nitrosococcus,rank_6,s__Nitrosococcus_oceani,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Nitrosococcaceae,g__Nitrosococcus,s__Nitrosococcus_oceani
g__Dethiosulfovibrio,f__Dethiosulfovibrionaceae,rank_5,g__Dethiosulfovibrio,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Dethiosulfovibrio,
s__Dethiosulfovibrio_salsuginis,g__Dethiosulfovibrio,rank_6,s__Dethiosulfovibrio_salsuginis,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Dethiosulfovibrio,s__Dethiosulfovibrio_salsuginis
s__Brachybacterium_paraconglomeratum,g__Brachybacterium,rank_6,s__Brachybacterium_paraconglomeratum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium_paraconglomeratum
g__3-1-20CM-3-53-8,f__Pyrinomonadaceae,rank_5,g__3-1-20CM-3-53-8,Root,d__Bacteria,p__Acidobacteria,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__3-1-20CM-3-53-8,
s__Flavobacterium_beibuense,g__Flavobacterium,rank_6,s__Flavobacterium_beibuense,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_beibuense
g__UBA1258,f__Lachnospiraceae,rank_5,g__UBA1258,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA1258,
g__Desulfitobacterium_A,f__Desulfitobacteriaceae,rank_5,g__Desulfitobacterium_A,Root,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Desulfitobacteriaceae,g__Desulfitobacterium_A,
s__Desulfitobacterium_A_metallireducens,g__Desulfitobacterium_A,rank_6,s__Desulfitobacterium_A_metallireducens,Root,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Desulfitobacteriaceae,g__Desulfitobacterium_A,s__Desulfitobacterium_A_metallireducens
s__Pseudomonas_D_saudimassiliensis,g__Pseudomonas_D,rank_6,s__Pseudomonas_D_saudimassiliensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_D,s__Pseudomonas_D_saudimassiliensis
f__Ethanoligenenaceae,o__Oscillospirales,rank_4,f__Ethanoligenenaceae,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ethanoligenenaceae,,
g__Ruminiclostridium_D,f__Ethanoligenenaceae,rank_5,g__Ruminiclostridium_D,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ethanoligenenaceae,g__Ruminiclostridium_D,
s__Ruminiclostridium_D_cellulosi,g__Ruminiclostridium_D,rank_6,s__Ruminiclostridium_D_cellulosi,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ethanoligenenaceae,g__Ruminiclostridium_D,s__Ruminiclostridium_D_cellulosi
s__Chryseobacterium_A_antarcticum,g__Chryseobacterium_A,rank_6,s__Chryseobacterium_A_antarcticum,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium_A,s__Chryseobacterium_A_antarcticum
s__Akkermansia_glycaniphila,g__Akkermansia,rank_6,s__Akkermansia_glycaniphila,Root,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia_glycaniphila
s__Wohlfahrtiimonas_chitiniclastica,g__Wohlfahrtiimonas,rank_6,s__Wohlfahrtiimonas_chitiniclastica,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Wohlfahrtiimonadaceae,g__Wohlfahrtiimonas,s__Wohlfahrtiimonas_chitiniclastica
s__Bacillus_X_muralis_A,g__Bacillus_X,rank_6,s__Bacillus_X_muralis_A,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_X,s__Bacillus_X_muralis_A
s__Gelidibacter_mesophilus,g__Gelidibacter,rank_6,s__Gelidibacter_mesophilus,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Gelidibacter,s__Gelidibacter_mesophilus
s__Photobacterium_aphoticum,g__Photobacterium,rank_6,s__Photobacterium_aphoticum,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Photobacterium,s__Photobacterium_aphoticum
g__Achromobacter,f__Burkholderiaceae,rank_5,g__Achromobacter,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Achromobacter,
s__Achromobacter_insolitus,g__Achromobacter,rank_6,s__Achromobacter_insolitus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Achromobacter,s__Achromobacter_insolitus
g__Acd1,f__Sulfolobaceae,rank_5,g__Acd1,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Acd1,
g__Thalassolituus,f__Saccharospirillaceae,rank_5,g__Thalassolituus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Thalassolituus,
s__Thalassolituus_oleivorans,g__Thalassolituus,rank_6,s__Thalassolituus_oleivorans,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Thalassolituus,s__Thalassolituus_oleivorans
g__Geofilum,f__Marinilabiliaceae,rank_5,g__Geofilum,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Marinilabiliaceae,g__Geofilum,
s__Mycoplasma_yeatsii,g__Mycoplasma,rank_6,s__Mycoplasma_yeatsii,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__Mycoplasma_yeatsii
g__Treponema_F,f__Treponemataceae,rank_5,g__Treponema_F,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_F,
s__Treponema_F_brennaborense,g__Treponema_F,rank_6,s__Treponema_F_brennaborense,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_F,s__Treponema_F_brennaborense
s__Lactobacillus_G_buchneri,g__Lactobacillus_G,rank_6,s__Lactobacillus_G_buchneri,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,s__Lactobacillus_G_buchneri
s__Campylobacter_A_concisus,g__Campylobacter_A,rank_6,s__Campylobacter_A_concisus,Root,d__Bacteria,p__Epsilonbacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_A,s__Campylobacter_A_concisus
s__Deinococcus_murrayi,g__Deinococcus,rank_6,s__Deinococcus_murrayi,Root,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_murrayi
s__Buchnera_aphidicola_J,g__Buchnera,rank_6,s__Buchnera_aphidicola_J,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Buchnera,s__Buchnera_aphidicola_J
g__Agrococcus,f__Microbacteriaceae,rank_5,g__Agrococcus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Agrococcus,
s__Agrococcus_lahaulensis,g__Agrococcus,rank_6,s__Agrococcus_lahaulensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Agrococcus,s__Agrococcus_lahaulensis
g__Anaerobium,f__Lachnospiraceae,rank_5,g__Anaerobium,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobium,
s__Anaerobium_acetethylicum,g__Anaerobium,rank_6,s__Anaerobium_acetethylicum,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobium,s__Anaerobium_acetethylicum
s__Mycoplasma_D_arthritidis,g__Mycoplasma_D,rank_6,s__Mycoplasma_D_arthritidis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae_B,g__Mycoplasma_D,s__Mycoplasma_D_arthritidis
g__Nitrincola,f__Nitrincolaceae,rank_5,g__Nitrincola,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Nitrincola,
s__Nitrincola_nitratireducens,g__Nitrincola,rank_6,s__Nitrincola_nitratireducens,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Nitrincola,s__Nitrincola_nitratireducens
g__Rhodobacter_B,f__Rhodobacteraceae,rank_5,g__Rhodobacter_B,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodobacter_B,
s__Rhodobacter_B_lobularis,g__Rhodobacter_B,rank_6,s__Rhodobacter_B_lobularis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodobacter_B,s__Rhodobacter_B_lobularis
s__Lactobacillus_H_vaginalis,g__Lactobacillus_H,rank_6,s__Lactobacillus_H_vaginalis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_H,s__Lactobacillus_H_vaginalis
g__Wolbachia,f__Anaplasmataceae,rank_5,g__Wolbachia,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,g__Wolbachia,
s__Methanobrevibacter_B_wolinii,g__Methanobrevibacter_B,rank_6,s__Methanobrevibacter_B_wolinii,Root,d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_B,s__Methanobrevibacter_B_wolinii
o__UBA7541,c__Acidobacteriia,rank_3,o__UBA7541,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__UBA7541,,,
f__UBA7541,o__UBA7541,rank_4,f__UBA7541,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__UBA7541,f__UBA7541,,
g__UBA7541,f__UBA7541,rank_5,g__UBA7541,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__UBA7541,f__UBA7541,g__UBA7541,
s__Eubacterium_D_dolichum,g__Eubacterium_D,rank_6,s__Eubacterium_D_dolichum,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Eubacterium_D,s__Eubacterium_D_dolichum
o__Peptococcales,c__Peptococcia,rank_3,o__Peptococcales,Root,d__Bacteria,p__Firmicutes_B,c__Peptococcia,o__Peptococcales,,,
f__BICA1-8,o__Peptococcales,rank_4,f__BICA1-8,Root,d__Bacteria,p__Firmicutes_B,c__Peptococcia,o__Peptococcales,f__BICA1-8,,
g__BICA1-8,f__BICA1-8,rank_5,g__BICA1-8,Root,d__Bacteria,p__Firmicutes_B,c__Peptococcia,o__Peptococcales,f__BICA1-8,g__BICA1-8,
s__Lactobacillus_F_herbarum,g__Lactobacillus_F,rank_6,s__Lactobacillus_F_herbarum,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_F,s__Lactobacillus_F_herbarum
s__Lactobacillus_K_mellifer,g__Lactobacillus_K,rank_6,s__Lactobacillus_K_mellifer,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_K,s__Lactobacillus_K_mellifer
g__Entomoplasma,f__Mycoplasmataceae,rank_5,g__Entomoplasma,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Entomoplasma,
s__Entomoplasma_lucivorax,g__Entomoplasma,rank_6,s__Entomoplasma_lucivorax,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Entomoplasma,s__Entomoplasma_lucivorax
g__Parapedobacter,f__Sphingobacteriaceae,rank_5,g__Parapedobacter,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Parapedobacter,
s__Parapedobacter_composti,g__Parapedobacter,rank_6,s__Parapedobacter_composti,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Parapedobacter,s__Parapedobacter_composti
g__Clostridium_J,f__Clostridiaceae,rank_5,g__Clostridium_J,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_J,
s__Clostridium_J_ihumii,g__Clostridium_J,rank_6,s__Clostridium_J_ihumii,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_J,s__Clostridium_J_ihumii
g__Thermoplasma,f__Thermoplasmataceae,rank_5,g__Thermoplasma,Root,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Thermoplasma,
s__Thermoplasma_volcanium,g__Thermoplasma,rank_6,s__Thermoplasma_volcanium,Root,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Thermoplasma,s__Thermoplasma_volcanium
g__NC2004,f__Lachnospiraceae,rank_5,g__NC2004,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__NC2004,
s__Fervidobacterium_nodosum,g__Fervidobacterium,rank_6,s__Fervidobacterium_nodosum,Root,d__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Fervidobacteriaceae,g__Fervidobacterium,s__Fervidobacterium_nodosum
p__Edwardsbacteria,d__Bacteria,rank_1,p__Edwardsbacteria,Root,d__Bacteria,p__Edwardsbacteria,,,,,
c__AC1,p__Edwardsbacteria,rank_2,c__AC1,Root,d__Bacteria,p__Edwardsbacteria,c__AC1,,,,
o__AC1,c__AC1,rank_3,o__AC1,Root,d__Bacteria,p__Edwardsbacteria,c__AC1,o__AC1,,,
f__EtOH8,o__AC1,rank_4,f__EtOH8,Root,d__Bacteria,p__Edwardsbacteria,c__AC1,o__AC1,f__EtOH8,,
g__UBA2226,f__EtOH8,rank_5,g__UBA2226,Root,d__Bacteria,p__Edwardsbacteria,c__AC1,o__AC1,f__EtOH8,g__UBA2226,
g__Labrenzia,f__Stappiaceae,rank_5,g__Labrenzia,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Labrenzia,
s__Labrenzia_sp1,g__Labrenzia,rank_6,s__Labrenzia_sp1,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Labrenzia,s__Labrenzia_sp1
f__Ignavibacteriaceae,o__Ignavibacteriales,rank_4,f__Ignavibacteriaceae,Root,d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae,,
g__Ignavibacterium,f__Ignavibacteriaceae,rank_5,g__Ignavibacterium,Root,d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae,g__Ignavibacterium,
g__F0332,f__Actinomycetaceae,rank_5,g__F0332,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__F0332,
f__Brocadiaceae,o__Brocadiales,rank_4,f__Brocadiaceae,Root,d__Bacteria,p__Planctomycetes,c__Brocadiae,o__Brocadiales,f__Brocadiaceae,,
g__Brocadia,f__Brocadiaceae,rank_5,g__Brocadia,Root,d__Bacteria,p__Planctomycetes,c__Brocadiae,o__Brocadiales,f__Brocadiaceae,g__Brocadia,
s__Brocadia_sinica,g__Brocadia,rank_6,s__Brocadia_sinica,Root,d__Bacteria,p__Planctomycetes,c__Brocadiae,o__Brocadiales,f__Brocadiaceae,g__Brocadia,s__Brocadia_sinica
g__ASF356,f__Anaerotignaceae,rank_5,g__ASF356,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__ASF356,
g__Helcococcus,f__Helcococcaceae,rank_5,g__Helcococcus,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Helcococcaceae,g__Helcococcus,
s__Helcococcus_kunzii,g__Helcococcus,rank_6,s__Helcococcus_kunzii,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Helcococcaceae,g__Helcococcus,s__Helcococcus_kunzii
g__Legionella_C,f__Legionellaceae,rank_5,g__Legionella_C,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella_C,
s__Legionella_C_spiritensis,g__Legionella_C,rank_6,s__Legionella_C_spiritensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella_C,s__Legionella_C_spiritensis
f__CAG-449,o__RFN20,rank_4,f__CAG-449,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-449,,
g__CAG-449,f__CAG-449,rank_5,g__CAG-449,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-449,g__CAG-449,
f__Methanomassiliicoccaceae,o__Methanomassiliicoccales,rank_4,f__Methanomassiliicoccaceae,Root,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,,
g__DTU008,f__Methanomassiliicoccaceae,rank_5,g__DTU008,Root,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__DTU008,
f__Spirochaetaceae_D,o__Spirochaetales,rank_4,f__Spirochaetaceae_D,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae_D,,
g__Spirochaeta,f__Spirochaetaceae_D,rank_5,g__Spirochaeta,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae_D,g__Spirochaeta,
s__Spirochaeta_alkalica,g__Spirochaeta,rank_6,s__Spirochaeta_alkalica,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae_D,g__Spirochaeta,s__Spirochaeta_alkalica
g__JJ008,f__Chitinophagaceae,rank_5,g__JJ008,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JJ008,
g__Bacillus_AZ,f__Bacillaceae_A,rank_5,g__Bacillus_AZ,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_AZ,
s__Bacillus_AZ_campisalis,g__Bacillus_AZ,rank_6,s__Bacillus_AZ_campisalis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_AZ,s__Bacillus_AZ_campisalis
s__Flavobacterium_saliperosum,g__Flavobacterium,rank_6,s__Flavobacterium_saliperosum,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_saliperosum
g__Saccharofermentans,f__Saccharofermentanaceae,rank_5,g__Saccharofermentans,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Saccharofermentanales,f__Saccharofermentanaceae,g__Saccharofermentans,
g__Fabibacter,f__Cyclobacteriaceae,rank_5,g__Fabibacter,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Fabibacter,
s__Fabibacter_spongicola,g__Fabibacter,rank_6,s__Fabibacter_spongicola,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Fabibacter,s__Fabibacter_spongicola
s__Blattabacterium_cuenoti,g__Blattabacterium,rank_6,s__Blattabacterium_cuenoti,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,s__Blattabacterium_cuenoti
g__Ornithinibacillus_B,f__Amphibacillaceae,rank_5,g__Ornithinibacillus_B,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Ornithinibacillus_B,
s__Ornithinibacillus_B_contaminans,g__Ornithinibacillus_B,rank_6,s__Ornithinibacillus_B_contaminans,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Ornithinibacillus_B,s__Ornithinibacillus_B_contaminans
s__Anaerococcus_tetradius,g__Anaerococcus,rank_6,s__Anaerococcus_tetradius,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Helcococcaceae,g__Anaerococcus,s__Anaerococcus_tetradius
g__Ruminococcus_C,f__Ruminococcaceae,rank_5,g__Ruminococcus_C,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_C,
g__Actinomyces_F,f__Actinomycetaceae,rank_5,g__Actinomyces_F,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces_F,
s__Actinomyces_F_nasicola,g__Actinomyces_F,rank_6,s__Actinomyces_F_nasicola,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces_F,s__Actinomyces_F_nasicola
g__Curtobacterium,f__Microbacteriaceae,rank_5,g__Curtobacterium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Curtobacterium,
g__Bact-08,f__Muribaculaceae,rank_5,g__Bact-08,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Bact-08,
s__Gracilibacillus_ureilyticus,g__Gracilibacillus,rank_6,s__Gracilibacillus_ureilyticus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Gracilibacillus,s__Gracilibacillus_ureilyticus
g__Ferrimonas,f__Shewanellaceae,rank_5,g__Ferrimonas,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Ferrimonas,
s__Ferrimonas_marina,g__Ferrimonas,rank_6,s__Ferrimonas_marina,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Ferrimonas,s__Ferrimonas_marina
g__CAG-194,f__Lachnospiraceae,rank_5,g__CAG-194,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-194,
s__CAG-194_sp1,g__CAG-194,rank_6,s__CAG-194_sp1,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-194,s__CAG-194_sp1
p__Dictyoglomi,d__Bacteria,rank_1,p__Dictyoglomi,Root,d__Bacteria,p__Dictyoglomi,,,,,
c__Dictyoglomia,p__Dictyoglomi,rank_2,c__Dictyoglomia,Root,d__Bacteria,p__Dictyoglomi,c__Dictyoglomia,,,,
o__Dictyoglomales,c__Dictyoglomia,rank_3,o__Dictyoglomales,Root,d__Bacteria,p__Dictyoglomi,c__Dictyoglomia,o__Dictyoglomales,,,
f__Dictyoglomaceae,o__Dictyoglomales,rank_4,f__Dictyoglomaceae,Root,d__Bacteria,p__Dictyoglomi,c__Dictyoglomia,o__Dictyoglomales,f__Dictyoglomaceae,,
g__Dictyoglomus,f__Dictyoglomaceae,rank_5,g__Dictyoglomus,Root,d__Bacteria,p__Dictyoglomi,c__Dictyoglomia,o__Dictyoglomales,f__Dictyoglomaceae,g__Dictyoglomus,
s__Dictyoglomus_thermophilum,g__Dictyoglomus,rank_6,s__Dictyoglomus_thermophilum,Root,d__Bacteria,p__Dictyoglomi,c__Dictyoglomia,o__Dictyoglomales,f__Dictyoglomaceae,g__Dictyoglomus,s__Dictyoglomus_thermophilum
